"Código INE" "Municipio" "ADN" "ADN%" "CONDEPA" "CONDEPA%" "LJ" "LJ%" "MAS" "MAS%" "MCC" "MCC%" "MIP" "MIP%" "MIR" "MIR%" "MNR" "MNR%" "NFR" "NFR%" "PS" "PS%" "UCS" "UCS%" "Válidos" "Blancos" "Nulos" "Emitidos"
"030402" "Anzaldo" "34" "2,18" "21" "1,34" "20" "1,28" "826" "52,88" "11" "0,70" "23" "1,47" "132" "8,45" "183" "11,72" "119" "7,62" "7" "0,45" "186" "11,91" "1562" "338" "122" "2022"
"030403" "Arbieto" "51" "2,22" "7" "0,30" "47" "2,05" "859" "37,40" "19" "0,83" "28" "1,22" "132" "5,75" "497" "21,64" "407" "17,72" "8" "0,35" "242" "10,54" "2297" "256" "98" "2651"
"030404" "Sacabamba" "18" "1,42" "6" "0,47" "18" "1,42" "452" "35,62" "12" "0,95" "9" "0,71" "96" "7,57" "210" "16,55" "291" "22,93" "8" "0,63" "149" "11,74" "1269" "212" "105" "1586"
"030501" "Arani" "43" "1,17" "8" "0,22" "84" "2,29" "1450" "39,49" "11" "0,30" "22" "0,60" "179" "4,87" "670" "18,25" "1029" "28,02" "11" "0,30" "165" "4,49" "3672" "391" "151" "4214"
"030502" "Vacas" "26" "0,87" "11" "0,37" "23" "0,77" "2039" "68,06" "13" "0,43" "19" "0,63" "106" "3,54" "218" "7,28" "343" "11,45" "20" "0,67" "178" "5,94" "2996" "627" "212" "3835"
"030601" "Arque" "61" "3,72" "17" "1,04" "17" "1,04" "941" "57,45" "17" "1,04" "57" "3,48" "115" "7,02" "147" "8,97" "153" "9,34" "15" "0,92" "98" "5,98" "1638" "355" "158" "2151"
"030602" "Tacopaya" "68" "2,39" "27" "0,95" "29" "1,02" "1564" "54,99" "22" "0,77" "36" "1,27" "323" "11,36" "202" "7,10" "110" "3,87" "31" "1,09" "432" "15,19" "2844" "560" "186" "3590"
"030701" "Capinota" "35" "0,74" "9" "0,19" "109" "2,30" "2465" "52,11" "23" "0,49" "46" "0,97" "400" "8,46" "528" "11,16" "863" "18,25" "11" "0,23" "241" "5,10" "4730" "509" "205" "5444"
"030702" "Santivañez" "35" "1,59" "9" "0,41" "17" "0,77" "1261" "57,42" "13" "0,59" "49" "2,23" "69" "3,14" "330" "15,03" "236" "10,75" "10" "0,46" "167" "7,60" "2196" "210" "123" "2529"
"030703" "Sicaya" "6" "1,10" "1" "0,18" "3" "0,55" "379" "69,29" "2" "0,37" "7" "1,28" "16" "2,93" "54" "9,87" "62" "11,33" "1" "0,18" "16" "2,93" "547" "78" "46" "671"
"030801" "Cliza" "43" "0,67" "22" "0,34" "81" "1,26" "1120" "17,46" "20" "0,31" "27" "0,42" "269" "4,19" "1244" "19,39" "1708" "26,62" "27" "0,42" "1855" "28,91" "6416" "539" "208" "7163"
"030802" "Toko" "16" "0,95" "5" "0,30" "9" "0,54" "518" "30,81" "9" "0,54" "19" "1,13" "204" "12,14" "291" "17,31" "230" "13,68" "10" "0,59" "370" "22,01" "1681" "271" "96" "2048"
"030803" "Tolata" "27" "1,35" "12" "0,60" "18" "0,90" "474" "23,68" "8" "0,40" "15" "0,75" "135" "6,74" "418" "20,88" "723" "36,11" "7" "0,35" "165" "8,24" "2002" "214" "85" "2301"
"030901" "Quillacollo" "317" "0,84" "142" "0,37" "812" "2,14" "12171" "32,12" "230" "0,61" "209" "0,55" "2157" "5,69" "6489" "17,12" "11532" "30,43" "137" "0,36" "3699" "9,76" "37895" "1066" "1169" "40130"
"030902" "Sipe Sipe" "71" "0,74" "33" "0,34" "133" "1,38" "5645" "58,44" "45" "0,47" "84" "0,87" "755" "7,82" "833" "8,62" "1313" "13,59" "21" "0,22" "726" "7,52" "9659" "684" "352" "10695"
"030903" "Tiquipaya" "120" "0,93" "31" "0,24" "260" "2,02" "5123" "39,82" "62" "0,48" "154" "1,20" "632" "4,91" "2086" "16,21" "3779" "29,37" "40" "0,31" "580" "4,51" "12867" "389" "337" "13593"
"030904" "Vinto" "121" "1,11" "37" "0,34" "213" "1,95" "4659" "42,56" "54" "0,49" "130" "1,19" "733" "6,70" "1207" "11,03" "2915" "26,63" "48" "0,44" "829" "7,57" "10946" "413" "362" "11721"
"030905" "Colcapirhua" "161" "1,12" "20" "0,14" "344" "2,39" "3929" "27,34" "92" "0,64" "84" "0,58" "976" "6,79" "2556" "17,78" "5310" "36,95" "59" "0,41" "841" "5,85" "14372" "322" "540" "15234"
"031001" "Sacaba" "533" "1,33" "78" "0,19" "757" "1,89" "16343" "40,74" "267" "0,67" "209" "0,52" "2616" "6,52" "5837" "14,55" "11854" "29,55" "139" "0,35" "1479" "3,69" "40112" "1264" "1312" "42688"
"031002" "Colomi" "50" "0,98" "21" "0,41" "36" "0,70" "3772" "73,69" "11" "0,21" "60" "1,17" "312" "6,09" "155" "3,03" "448" "8,75" "63" "1,23" "191" "3,73" "5119" "312" "190" "5621"
"031003" "Villa Tunari" "47" "0,42" "9" "0,08" "58" "0,51" "9533" "84,37" "15" "0,13" "35" "0,31" "309" "2,73" "517" "4,58" "576" "5,10" "13" "0,12" "187" "1,66" "11299" "476" "152" "11927"
"031101" "Tapacarí" "71" "1,42" "38" "0,76" "29" "0,58" "2892" "57,71" "48" "0,96" "150" "2,99" "214" "4,27" "471" "9,40" "783" "15,63" "30" "0,60" "285" "5,69" "5011" "762" "325" "6098"
"031201" "Totora" "37" "1,13" "16" "0,49" "16" "0,49" "2451" "74,95" "18" "0,55" "22" "0,67" "215" "6,57" "151" "4,62" "199" "6,09" "27" "0,83" "118" "3,61" "3270" "400" "114" "3784"
"031202" "Pojo" "39" "0,45" "14" "0,16" "46" "0,52" "7050" "80,44" "12" "0,14" "59" "0,67" "341" "3,89" "395" "4,51" "626" "7,14" "18" "0,21" "164" "1,87" "8764" "359" "168" "9291"
"031203" "Pocona" "48" "1,55" "19" "0,61" "30" "0,97" "1922" "62,10" "18" "0,58" "53" "1,71" "138" "4,46" "341" "11,02" "361" "11,66" "21" "0,68" "144" "4,65" "3095" "520" "132" "3747"
"031204" "Chimoré" "13" "0,39" "5" "0,15" "28" "0,85" "2104" "63,83" "4" "0,12" "19" "0,58" "163" "4,95" "315" "9,56" "582" "17,66" "9" "0,27" "54" "1,64" "3296" "210" "40" "3546"
"031205" "Puerto Villarroel" "49" "0,52" "14" "0,15" "54" "0,57" "7572" "80,60" "18" "0,19" "27" "0,29" "502" "5,34" "363" "3,86" "592" "6,30" "18" "0,19" "186" "1,98" "9395" "497" "175" "10067"
"031301" "Mizque" "87" "1,42" "24" "0,39" "48" "0,78" "4008" "65,52" "40" "0,65" "43" "0,70" "492" "8,04" "692" "11,31" "350" "5,72" "144" "2,35" "189" "3,09" "6117" "683" "332" "7132"
"031302" "Vila Vila" "26" "2,82" "3" "0,33" "9" "0,98" "644" "69,92" "12" "1,30" "11" "1,19" "29" "3,15" "93" "10,10" "47" "5,10" "9" "0,98" "38" "4,13" "921" "109" "45" "1075"
"031303" "Alalay" "57" "7,07" "5" "0,62" "5" "0,62" "489" "60,67" "10" "1,24" "8" "0,99" "28" "3,47" "62" "7,69" "29" "3,60" "7" "0,87" "106" "13,15" "806" "111" "26" "943"
"031401" "Punata" "86" "0,99" "24" "0,28" "272" "3,15" "2194" "25,38" "31" "0,36" "68" "0,79" "465" "5,38" "1830" "21,17" "2803" "32,42" "58" "0,67" "814" "9,42" "8645" "801" "350" "9796"
"031402" "Villa Rivero" "17" "0,87" "7" "0,36" "36" "1,85" "1007" "51,64" "5" "0,26" "18" "0,92" "56" "2,87" "291" "14,92" "430" "22,05" "7" "0,36" "76" "3,90" "1950" "219" "65" "2234"
"031403" "San Benito (Villa José Quintín Mendoza)" "36" "0,84" "10" "0,23" "106" "2,47" "1657" "38,54" "18" "0,42" "37" "0,86" "316" "7,35" "543" "12,63" "915" "21,28" "10" "0,23" "651" "15,14" "4299" "317" "149" "4765"
"031404" "Tacachi" "28" "7,45" "1" "0,27" "9" "2,39" "162" "43,09" "0" "0,00" "15" "3,99" "42" "11,17" "41" "10,90" "54" "14,36" "1" "0,27" "23" "6,12" "376" "48" "24" "448"
"031405" "Cuchumuela (Villa Gualberto Villarroel)" "19" "3,08" "0" "0,00" "13" "2,11" "382" "61,91" "2" "0,32" "2" "0,32" "37" "6,00" "80" "12,97" "56" "9,08" "1" "0,16" "25" "4,05" "617" "78" "27" "722"
"031501" "Bolívar" "90" "4,16" "6" "0,28" "10" "0,46" "1148" "53,05" "17" "0,79" "39" "1,80" "188" "8,69" "413" "19,09" "127" "5,87" "9" "0,42" "117" "5,41" "2164" "304" "142" "2610"
"031601" "Tiraque" "124" "1,28" "34" "0,35" "99" "1,02" "7433" "76,50" "43" "0,44" "83" "0,85" "415" "4,27" "300" "3,09" "694" "7,14" "51" "0,52" "440" "4,53" "9716" "759" "407" "10882"
"040101" "Oruro" "3948" "4,16" "354" "0,37" "4317" "4,55" "21930" "23,12" "1117" "1,18" "1029" "1,08" "15714" "16,57" "19879" "20,96" "20578" "21,70" "752" "0,79" "5229" "5,51" "94847" "3180" "2815" "100842"
"040102" "Caracollo" "213" "3,53" "38" "0,63" "77" "1,27" "2901" "48,01" "25" "0,41" "248" "4,10" "778" "12,88" "774" "12,81" "642" "10,63" "31" "0,51" "315" "5,21" "6042" "583" "194" "6819"
"040103" "El Choro" "123" "9,38" "12" "0,92" "18" "1,37" "407" "31,05" "2" "0,15" "38" "2,90" "184" "14,04" "253" "19,30" "216" "16,48" "6" "0,46" "52" "3,97" "1311" "165" "45" "1521"
"040201" "Challapata" "227" "3,49" "32" "0,49" "133" "2,05" "2762" "42,50" "34" "0,52" "177" "2,72" "821" "12,63" "794" "12,22" "797" "12,26" "46" "0,71" "676" "10,40" "6499" "1010" "297" "7806"
"040202" "Santuario de Quillacas" "35" "4,69" "8" "1,07" "8" "1,07" "277" "37,08" "6" "0,80" "42" "5,62" "116" "15,53" "106" "14,19" "70" "9,37" "5" "0,67" "74" "9,91" "747" "128" "24" "899"
"040301" "Corque" "148" "5,87" "6" "0,24" "19" "0,75" "1074" "42,59" "22" "0,87" "105" "4,16" "350" "13,88" "342" "13,56" "284" "11,26" "20" "0,79" "152" "6,03" "2522" "203" "108" "2833"
"040302" "Choque Cota" "30" "8,33" "3" "0,83" "6" "1,67" "147" "40,83" "4" "1,11" "18" "5,00" "65" "18,06" "62" "17,22" "21" "5,83" "1" "0,28" "3" "0,83" "360" "29" "9" "398"
"040401" "Curahuara de Carangas" "62" "5,04" "8" "0,65" "18" "1,46" "563" "45,74" "10" "0,81" "160" "13,00" "127" "10,32" "94" "7,64" "135" "10,97" "4" "0,32" "50" "4,06" "1231" "125" "71" "1427"
"040402" "Turco" "42" "2,85" "5" "0,34" "11" "0,75" "580" "39,38" "8" "0,54" "76" "5,16" "238" "16,16" "262" "17,79" "198" "13,44" "4" "0,27" "49" "3,33" "1473" "107" "50" "1630"
"040501" "Huachacalla" "5" "1,40" "0" "0,00" "0" "0,00" "36" "10,08" "2" "0,56" "20" "5,60" "39" "10,92" "66" "18,49" "167" "46,78" "3" "0,84" "19" "5,32" "357" "9" "3" "369"
"040502" "Escara" "12" "2,89" "1" "0,24" "2" "0,48" "150" "36,14" "0" "0,00" "4" "0,96" "83" "20,00" "83" "20,00" "47" "11,33" "0" "0,00" "33" "7,95" "415" "17" "5" "437"
"040503" "Cruz de Machacamarca" "1" "0,33" "0" "0,00" "3" "0,98" "57" "18,69" "1" "0,33" "4" "1,31" "14" "4,59" "206" "67,54" "8" "2,62" "7" "2,30" "4" "1,31" "305" "6" "4" "315"
"040504" "Yunguyo de Litoral" "1" "1,49" "0" "0,00" "1" "1,49" "18" "26,87" "1" "1,49" "7" "10,45" "2" "2,99" "24" "35,82" "4" "5,97" "1" "1,49" "8" "11,94" "67" "0" "3" "70"
"040505" "Esmeralda" "11" "2,41" "1" "0,22" "3" "0,66" "209" "45,73" "5" "1,09" "8" "1,75" "61" "13,35" "99" "21,66" "31" "6,78" "2" "0,44" "27" "5,91" "457" "9" "5" "471"
"040601" "Poopó (Villa Poopó)" "65" "3,37" "9" "0,47" "23" "1,19" "615" "31,90" "20" "1,04" "48" "2,49" "217" "11,26" "347" "18,00" "319" "16,55" "9" "0,47" "256" "13,28" "1928" "210" "60" "2198"
"040602" "Pazña" "143" "7,51" "5" "0,26" "20" "1,05" "555" "29,15" "9" "0,47" "52" "2,73" "311" "16,33" "359" "18,86" "185" "9,72" "7" "0,37" "258" "13,55" "1904" "180" "49" "2133"
"040603" "Antequera (Bolívar)" "41" "4,43" "3" "0,32" "14" "1,51" "252" "27,21" "9" "0,97" "17" "1,84" "82" "8,86" "262" "28,29" "101" "10,91" "2" "0,22" "143" "15,44" "926" "48" "25" "999"
"040701" "Huanuni" "201" "3,42" "29" "0,49" "93" "1,58" "2105" "35,81" "49" "0,83" "115" "1,96" "634" "10,78" "534" "9,08" "1446" "24,60" "24" "0,41" "649" "11,04" "5879" "391" "219" "6489"
"040702" "Machacamarca" "70" "4,30" "24" "1,48" "40" "2,46" "455" "27,97" "4" "0,25" "44" "2,70" "217" "13,34" "338" "20,77" "307" "18,87" "7" "0,43" "121" "7,44" "1627" "101" "48" "1776"
"040801" "Salinas de Garcí Mendoza" "92" "4,29" "6" "0,28" "14" "0,65" "1161" "54,10" "19" "0,89" "38" "1,77" "152" "7,08" "338" "15,75" "139" "6,48" "7" "0,33" "180" "8,39" "2146" "210" "65" "2421"
"040802" "Pampa Aullagas" "26" "4,40" "2" "0,34" "5" "0,85" "312" "52,79" "4" "0,68" "16" "2,71" "45" "7,61" "60" "10,15" "67" "11,34" "6" "1,02" "48" "8,12" "591" "64" "23" "678"
"040901" "Sabaya" "57" "3,38" "3" "0,18" "24" "1,42" "942" "55,84" "6" "0,36" "24" "1,42" "207" "12,27" "215" "12,74" "145" "8,60" "4" "0,24" "60" "3,56" "1687" "60" "21" "1768"
"040902" "Coipasa" "14" "8,24" "0" "0,00" "0" "0,00" "35" "20,59" "0" "0,00" "1" "0,59" "19" "11,18" "47" "27,65" "26" "15,29" "0" "0,00" "28" "16,47" "170" "2" "0" "172"
"040903" "Chipaya" "22" "3,94" "3" "0,54" "6" "1,08" "105" "18,82" "20" "3,58" "61" "10,93" "97" "17,38" "121" "21,68" "41" "7,35" "3" "0,54" "79" "14,16" "558" "50" "22" "630"
"041001" "Toledo" "49" "2,71" "6" "0,33" "24" "1,33" "868" "48,06" "8" "0,44" "39" "2,16" "245" "13,57" "250" "13,84" "187" "10,35" "7" "0,39" "123" "6,81" "1806" "155" "68" "2029"
"041101" "Eucaliptus" "97" "5,68" "16" "0,94" "37" "2,17" "830" "48,57" "2" "0,12" "87" "5,09" "276" "16,15" "196" "11,47" "119" "6,96" "6" "0,35" "43" "2,52" "1709" "154" "62" "1925"
"041201" "Andamarca (Santiago de Andamarca)" "40" "3,37" "10" "0,84" "11" "0,93" "773" "65,18" "4" "0,34" "16" "1,35" "89" "7,50" "124" "10,46" "59" "4,97" "6" "0,51" "54" "4,55" "1186" "175" "56" "1417"
"041202" "Belén de Andamarca" "43" "7,86" "3" "0,55" "6" "1,10" "172" "31,44" "3" "0,55" "12" "2,19" "139" "25,41" "90" "16,45" "41" "7,50" "5" "0,91" "33" "6,03" "547" "39" "20" "606"
"041301" "San Pedro de Totora" "64" "4,98" "4" "0,31" "13" "1,01" "526" "40,93" "9" "0,70" "183" "14,24" "159" "12,37" "148" "11,52" "42" "3,27" "13" "1,01" "124" "9,65" "1285" "129" "49" "1463"
"041401" "Santiago de Huari" "68" "2,77" "7" "0,29" "28" "1,14" "899" "36,63" "24" "0,98" "58" "2,36" "444" "18,09" "375" "15,28" "235" "9,58" "14" "0,57" "302" "12,31" "2454" "273" "115" "2842"
"041501" "La Rivera" "4" "4,17" "2" "2,08" "0" "0,00" "35" "36,46" "0" "0,00" "0" "0,00" "17" "17,71" "21" "21,88" "2" "2,08" "1" "1,04" "14" "14,58" "96" "5" "2" "103"
"041502" "Todos Santos" "19" "13,67" "0" "0,00" "0" "0,00" "31" "22,30" "0" "0,00" "1" "0,72" "14" "10,07" "42" "30,22" "14" "10,07" "0" "0,00" "18" "12,95" "139" "3" "1" "143"
"041503" "Carangas" "4" "7,14" "0" "0,00" "0" "0,00" "5" "8,93" "0" "0,00" "0" "0,00" "14" "25,00" "20" "35,71" "5" "8,93" "0" "0,00" "8" "14,29" "56" "0" "2" "58"
"041601" "Huayllamarca (Santiago de Huayllamarca)" "108" "6,35" "6" "0,35" "46" "2,70" "609" "35,78" "11" "0,65" "88" "5,17" "294" "17,27" "259" "15,22" "120" "7,05" "15" "0,88" "146" "8,58" "1702" "197" "67" "1966"
"050101" "Potosí" "1666" "2,91" "730" "1,27" "2434" "4,25" "8302" "14,50" "612" "1,07" "454" "0,79" "12252" "21,39" "14263" "24,90" "12611" "22,02" "793" "1,38" "3154" "5,51" "57271" "2835" "2524" "62630"
"050102" "Tinguipaya" "152" "4,60" "28" "0,85" "42" "1,27" "1473" "44,57" "33" "1,00" "73" "2,21" "398" "12,04" "656" "19,85" "257" "7,78" "49" "1,48" "144" "4,36" "3305" "1168" "350" "4823"
"050103" "Yocalla" "44" "2,24" "9" "0,46" "47" "2,39" "669" "34,03" "11" "0,56" "52" "2,64" "324" "16,48" "451" "22,94" "218" "11,09" "16" "0,81" "125" "6,36" "1966" "360" "106" "2432"
"050104" "Urmiri (Belén de Andamarca)" "19" "2,92" "6" "0,92" "7" "1,08" "249" "38,25" "4" "0,61" "15" "2,30" "97" "14,90" "150" "23,04" "43" "6,61" "12" "1,84" "49" "7,53" "651" "70" "29" "750"
"050201" "Uncía" "139" "3,26" "21" "0,49" "59" "1,38" "1503" "35,22" "22" "0,52" "21" "0,49" "621" "14,55" "938" "21,98" "612" "14,34" "20" "0,47" "312" "7,31" "4268" "567" "200" "5035"
"050202" "Chayanta" "96" "1,85" "39" "0,75" "29" "0,56" "2181" "42,14" "51" "0,99" "83" "1,60" "1168" "22,57" "731" "14,12" "433" "8,37" "30" "0,58" "335" "6,47" "5176" "1204" "349" "6729"
"050203" "Llallagua" "240" "1,94" "39" "0,32" "281" "2,28" "4495" "36,40" "43" "0,35" "89" "0,72" "2403" "19,46" "1926" "15,60" "2071" "16,77" "119" "0,96" "643" "5,21" "12349" "910" "557" "13816"
"050301" "Betanzos" "180" "2,07" "116" "1,33" "203" "2,33" "3447" "39,58" "73" "0,84" "122" "1,40" "980" "11,25" "2107" "24,19" "837" "9,61" "71" "0,82" "574" "6,59" "8710" "1579" "544" "10833"
"050302" "Chaquí" "66" "2,49" "35" "1,32" "106" "4,00" "950" "35,82" "20" "0,75" "68" "2,56" "311" "11,73" "622" "23,45" "237" "8,94" "17" "0,64" "220" "8,30" "2652" "644" "215" "3511"
"050303" "Tacobamba" "61" "3,00" "30" "1,48" "13" "0,64" "1053" "51,85" "29" "1,43" "34" "1,67" "352" "17,33" "240" "11,82" "78" "3,84" "24" "1,18" "117" "5,76" "2031" "472" "175" "2678"
"050401" "Colquechaca" "122" "2,80" "31" "0,71" "86" "1,97" "1300" "29,85" "54" "1,24" "70" "1,61" "411" "9,44" "1601" "36,76" "353" "8,11" "48" "1,10" "279" "6,41" "4355" "1865" "497" "6717"
"050402" "Ravelo" "68" "1,53" "52" "1,17" "76" "1,71" "2649" "59,76" "42" "0,95" "55" "1,24" "257" "5,80" "824" "18,59" "168" "3,79" "41" "0,92" "201" "4,53" "4433" "1066" "308" "5807"
"050403" "Pocoata" "82" "2,00" "20" "0,49" "48" "1,17" "2059" "50,24" "47" "1,15" "71" "1,73" "340" "8,30" "973" "23,74" "240" "5,86" "32" "0,78" "186" "4,54" "4098" "778" "293" "5169"
"050404" "Ocurí" "32" "1,52" "28" "1,33" "47" "2,23" "799" "37,94" "29" "1,38" "17" "0,81" "238" "11,30" "695" "33,00" "113" "5,37" "14" "0,66" "94" "4,46" "2106" "673" "137" "2916"
"050501" "San Pedro de Buena Vista" "63" "1,68" "27" "0,72" "18" "0,48" "2055" "54,73" "33" "0,88" "58" "1,54" "357" "9,51" "738" "19,65" "225" "5,99" "24" "0,64" "157" "4,18" "3755" "1004" "259" "5018"
"050502" "Toro Toro" "42" "2,27" "8" "0,43" "7" "0,38" "1455" "78,48" "21" "1,13" "18" "0,97" "102" "5,50" "64" "3,45" "77" "4,15" "8" "0,43" "52" "2,80" "1854" "197" "76" "2127"
"050601" "Cotagaita" "282" "4,48" "94" "1,49" "290" "4,61" "576" "9,16" "49" "0,78" "105" "1,67" "1640" "26,07" "1804" "28,68" "1087" "17,28" "32" "0,51" "331" "5,26" "6290" "983" "410" "7683"
"050602" "Vitichi" "122" "3,87" "25" "0,79" "43" "1,36" "552" "17,50" "39" "1,24" "38" "1,20" "746" "23,65" "987" "31,29" "477" "15,12" "15" "0,48" "110" "3,49" "3154" "610" "126" "3890"
"050701" "Sacaca (Villa de Sacaca)" "43" "1,53" "19" "0,68" "13" "0,46" "1531" "54,60" "15" "0,53" "29" "1,03" "330" "11,77" "359" "12,80" "344" "12,27" "14" "0,50" "107" "3,82" "2804" "483" "178" "3465"
"050702" "Caripuyo" "66" "1,65" "23" "0,58" "23" "0,58" "2588" "64,76" "17" "0,43" "37" "0,93" "276" "6,91" "570" "14,26" "221" "5,53" "30" "0,75" "145" "3,63" "3996" "634" "209" "4839"
"050801" "Tupiza" "358" "2,84" "87" "0,69" "240" "1,91" "1036" "8,22" "102" "0,81" "97" "0,77" "2521" "20,01" "4619" "36,66" "1829" "14,52" "71" "0,56" "1638" "13,00" "12598" "1094" "618" "14310"
"050802" "Atocha" "119" "3,56" "5" "0,15" "54" "1,61" "231" "6,90" "15" "0,45" "26" "0,78" "967" "28,89" "1020" "30,48" "507" "15,15" "6" "0,18" "397" "11,86" "3347" "201" "104" "3652"
"050901" "Colcha K (Villa Martín)" "54" "2,53" "14" "0,66" "19" "0,89" "479" "22,45" "14" "0,66" "30" "1,41" "359" "16,82" "709" "33,22" "324" "15,18" "5" "0,23" "127" "5,95" "2134" "199" "77" "2410"
"050902" "San Pedro de Quemes" "29" "7,38" "1" "0,25" "2" "0,51" "64" "16,28" "0" "0,00" "1" "0,25" "79" "20,10" "104" "26,46" "93" "23,66" "2" "0,51" "18" "4,58" "393" "35" "18" "446"
"051001" "San Pablo de Lípez" "57" "7,83" "2" "0,27" "2" "0,27" "85" "11,68" "4" "0,55" "8" "1,10" "279" "38,32" "209" "28,71" "28" "3,85" "6" "0,82" "48" "6,59" "728" "69" "39" "836"
"051002" "Mojinete" "46" "15,59" "0" "0,00" "0" "0,00" "17" "5,76" "0" "0,00" "1" "0,34" "93" "31,53" "117" "39,66" "5" "1,69" "2" "0,68" "14" "4,75" "295" "27" "8" "330"
"051003" "San Antonio de Esmoruco" "55" "14,82" "2" "0,54" "0" "0,00" "22" "5,93" "1" "0,27" "2" "0,54" "82" "22,10" "157" "42,32" "6" "1,62" "0" "0,00" "44" "11,86" "371" "27" "21" "419"
"051101" "Puna (Villa Talavera)" "294" "2,98" "126" "1,28" "335" "3,40" "3654" "37,03" "108" "1,09" "184" "1,86" "1604" "16,26" "1727" "17,50" "1160" "11,76" "66" "0,67" "609" "6,17" "9867" "1775" "685" "12327"
"051102" "Caiza" "152" "5,15" "27" "0,91" "70" "2,37" "845" "28,63" "21" "0,71" "40" "1,36" "648" "21,96" "550" "18,64" "395" "13,39" "15" "0,51" "188" "6,37" "2951" "415" "195" "3561"
"051201" "Uyuni (Thola Pampa)" "129" "2,09" "29" "0,47" "93" "1,51" "1273" "20,67" "26" "0,42" "78" "1,27" "1271" "20,63" "1489" "24,17" "1066" "17,31" "29" "0,47" "677" "10,99" "6160" "541" "435" "7136"
"051202" "Tomave" "66" "2,00" "58" "1,76" "32" "0,97" "924" "27,97" "25" "0,76" "65" "1,97" "537" "16,26" "819" "24,80" "306" "9,26" "24" "0,73" "447" "13,53" "3303" "415" "171" "3889"
"051203" "Porco" "21" "1,12" "11" "0,59" "19" "1,01" "242" "12,89" "2" "0,11" "17" "0,91" "314" "16,72" "925" "49,25" "215" "11,45" "8" "0,43" "104" "5,54" "1878" "122" "57" "2057"
"051301" "Arampampa" "15" "1,48" "3" "0,30" "7" "0,69" "794" "78,30" "6" "0,59" "5" "0,49" "72" "7,10" "56" "5,52" "19" "1,87" "6" "0,59" "31" "3,06" "1014" "54" "36" "1104"
"051302" "Acacio" "19" "2,13" "6" "0,67" "15" "1,69" "486" "54,61" "20" "2,25" "10" "1,12" "98" "11,01" "122" "13,71" "75" "8,43" "5" "0,56" "34" "3,82" "890" "175" "54" "1119"
"051401" "Llica" "22" "1,83" "4" "0,33" "10" "0,83" "377" "31,44" "5" "0,42" "27" "2,25" "181" "15,10" "350" "29,19" "137" "11,43" "3" "0,25" "83" "6,92" "1199" "70" "34" "1303"
"051402" "Tahua" "20" "3,57" "3" "0,54" "5" "0,89" "134" "23,93" "9" "1,61" "12" "2,14" "102" "18,21" "152" "27,14" "67" "11,96" "0" "0,00" "56" "10,00" "560" "70" "28" "658"
"051501" "Villazón" "285" "2,68" "448" "4,21" "233" "2,19" "1746" "16,41" "29" "0,27" "90" "0,85" "1782" "16,75" "3150" "29,60" "1206" "11,33" "50" "0,47" "1622" "15,24" "10641" "887" "505" "12033"
"051601" "San Agustín" "24" "4,28" "1" "0,18" "1" "0,18" "157" "27,99" "3" "0,53" "5" "0,89" "63" "11,23" "231" "41,18" "47" "8,38" "4" "0,71" "25" "4,46" "561" "26" "12" "599"
"060101" "Tarija" "1029" "1,61" "77" "0,12" "1451" "2,27" "3492" "5,45" "303" "0,47" "430" "0,67" "28148" "43,96" "19644" "30,68" "6590" "10,29" "107" "0,17" "2767" "4,32" "64038" "2088" "1758" "67884"
"060201" "Padcaya" "134" "2,38" "16" "0,28" "76" "1,35" "925" "16,45" "22" "0,39" "128" "2,28" "1727" "30,71" "1613" "28,69" "393" "6,99" "21" "0,37" "568" "10,10" "5623" "489" "223" "6335"
"060202" "Bermejo" "299" "2,72" "13" "0,12" "109" "0,99" "499" "4,54" "23" "0,21" "47" "0,43" "2327" "21,17" "5451" "49,59" "1743" "15,86" "12" "0,11" "469" "4,27" "10992" "531" "188" "11711"
"060301" "Yacuiba" "328" "1,34" "33" "0,14" "263" "1,08" "1613" "6,61" "54" "0,22" "96" "0,39" "8952" "36,66" "8544" "34,99" "3440" "14,09" "53" "0,22" "1042" "4,27" "24418" "1249" "760" "26427"
"060302" "Caraparí" "68" "2,78" "9" "0,37" "11" "0,45" "102" "4,16" "7" "0,29" "9" "0,37" "680" "27,76" "1163" "47,47" "235" "9,59" "4" "0,16" "162" "6,61" "2450" "200" "54" "2704"
"060303" "Villamontes" "213" "2,83" "13" "0,17" "75" "1,00" "162" "2,16" "23" "0,31" "24" "0,32" "2448" "32,58" "2848" "37,90" "1080" "14,37" "15" "0,20" "613" "8,16" "7514" "338" "135" "7987"
"060401" "Uriondo (Concepción)" "81" "1,90" "12" "0,28" "28" "0,66" "287" "6,72" "15" "0,35" "97" "2,27" "1680" "39,36" "1581" "37,04" "172" "4,03" "7" "0,16" "308" "7,22" "4268" "334" "86" "4688"
"060402" "Yunchará" "132" "9,46" "3" "0,22" "3" "0,22" "140" "10,04" "18" "1,29" "55" "3,94" "325" "23,30" "587" "42,08" "25" "1,79" "17" "1,22" "90" "6,45" "1395" "170" "74" "1639"
"060501" "Villa San Lorenzo" "255" "4,04" "13" "0,21" "32" "0,51" "507" "8,04" "31" "0,49" "147" "2,33" "3340" "52,96" "1546" "24,51" "197" "3,12" "30" "0,48" "209" "3,31" "6307" "552" "169" "7028"
