"Código INE" "Municipio" "A3-MNR" "A3-MNR%" "AAI" "AAI%" "ADN" "ADN%" "ALBA" "ALBA%" "APB" "APB%" "AS" "AS%" "ASI" "ASI%" "ASP" "ASP%" "AYRA" "AYRA%" "CDC" "CDC%" "CN" "CN%" "MACA" "MACA%" "MAR" "MAR%" "MAS" "MAS%" "MBL" "MBL%" "MCSFA" "MCSFA%" "MIBOL" "MIBOL%" "MIR-NM" "MIR-NM%" "MNR" "MNR%" "MNR-FRI" "MNR-FRI%" "MOP" "MOP%" "PODEMOS" "PODEMOS%" "TRADEPA" "TRADEPA%" "UCS" "UCS%" "UN" "UN%" "Válidos" "Blancos" "Nulos" "Emitidos" "Abstención" "Inscritos Habilitados"
"020605" "Combaya" "0" "0,00" "0" "0,00" "6" "1,49" "0" "0,00" "0" "0,00" "0" "0,00" "0" "0,00" "10" "2,48" "2" "0,50" "0" "0,00" "17" "4,21" "0" "0,00" "0" "0,00" "257" "63,61" "4" "0,99" "0" "0,00" "0" "0,00" "9" "2,23" "15" "3,71" "0" "0,00" "0" "0,00" "10" "2,48" "21" "5,20" "21" "5,20" "32" "7,92" "404" "239" "22" "665" "236" "901"
"020606" "Tipuani" "0" "0,00" "0" "0,00" "12" "0,74" "0" "0,00" "0" "0,00" "0" "0,00" "0" "0,00" "77" "4,74" "5" "0,31" "0" "0,00" "11" "0,68" "0" "0,00" "0" "0,00" "996" "61,37" "14" "0,86" "0" "0,00" "0" "0,00" "13" "0,80" "91" "5,61" "0" "0,00" "0" "0,00" "224" "13,80" "7" "0,43" "17" "1,05" "156" "9,61" "1623" "367" "44" "2034" "731" "2765"
"020607" "Mapiri" "0" "0,00" "0" "0,00" "20" "1,26" "0" "0,00" "0" "0,00" "0" "0,00" "0" "0,00" "21" "1,33" "7" "0,44" "0" "0,00" "72" "4,55" "0" "0,00" "0" "0,00" "974" "61,57" "14" "0,88" "0" "0,00" "0" "0,00" "6" "0,38" "153" "9,67" "0" "0,00" "0" "0,00" "159" "10,05" "9" "0,57" "24" "1,52" "123" "7,77" "1582" "529" "49" "2160" "566" "2726"
"020608" "Teoponte" "0" "0,00" "0" "0,00" "22" "1,58" "0" "0,00" "0" "0,00" "0" "0,00" "0" "0,00" "9" "0,65" "4" "0,29" "0" "0,00" "13" "0,94" "0" "0,00" "0" "0,00" "996" "71,71" "4" "0,29" "0" "0,00" "0" "0,00" "9" "0,65" "60" "4,32" "0" "0,00" "0" "0,00" "165" "11,88" "4" "0,29" "22" "1,58" "81" "5,83" "1389" "334" "49" "1772" "444" "2216"
"020701" "Apolo" "0" "0,00" "0" "0,00" "24" "1,27" "0" "0,00" "0" "0,00" "0" "0,00" "0" "0,00" "22" "1,16" "8" "0,42" "0" "0,00" "59" "3,12" "0" "0,00" "0" "0,00" "1330" "70,37" "9" "0,48" "0" "0,00" "0" "0,00" "9" "0,48" "102" "5,40" "0" "0,00" "0" "0,00" "178" "9,42" "36" "1,90" "37" "1,96" "76" "4,02" "1890" "769" "143" "2802" "965" "3767"
"020702" "Pelechuco" "0" "0,00" "0" "0,00" "18" "1,44" "0" "0,00" "0" "0,00" "0" "0,00" "0" "0,00" "14" "1,12" "21" "1,68" "0" "0,00" "14" "1,12" "0" "0,00" "0" "0,00" "988" "78,98" "8" "0,64" "0" "0,00" "0" "0,00" "14" "1,12" "49" "3,92" "0" "0,00" "0" "0,00" "28" "2,24" "18" "1,44" "41" "3,28" "38" "3,04" "1251" "256" "54" "1561" "329" "1890"
"020801" "Viacha" "0" "0,00" "0" "0,00" "178" "1,05" "0" "0,00" "0" "0,00" "0" "0,00" "0" "0,00" "751" "4,43" "54" "0,32" "0" "0,00" "299" "1,76" "0" "0,00" "0" "0,00" "12051" "71,06" "88" "0,52" "0" "0,00" "0" "0,00" "72" "0,42" "162" "0,96" "0" "0,00" "0" "0,00" "417" "2,46" "442" "2,61" "211" "1,24" "2233" "13,17" "16958" "2791" "601" "20350" "2559" "22909"
"020802" "Guaqui" "0" "0,00" "0" "0,00" "16" "0,87" "0" "0,00" "0" "0,00" "0" "0,00" "0" "0,00" "44" "2,39" "3" "0,16" "0" "0,00" "32" "1,74" "0" "0,00" "0" "0,00" "1491" "81,12" "16" "0,87" "0" "0,00" "0" "0,00" "19" "1,03" "17" "0,92" "0" "0,00" "0" "0,00" "51" "2,77" "48" "2,61" "43" "2,34" "58" "3,16" "1838" "537" "82" "2457" "354" "2811"
"020803" "Tiahuanacu" "0" "0,00" "0" "0,00" "30" "1,17" "0" "0,00" "0" "0,00" "0" "0,00" "0" "0,00" "49" "1,91" "12" "0,47" "0" "0,00" "40" "1,56" "0" "0,00" "0" "0,00" "2065" "80,44" "39" "1,52" "0" "0,00" "0" "0,00" "38" "1,48" "35" "1,36" "0" "0,00" "0" "0,00" "43" "1,68" "26" "1,01" "50" "1,95" "140" "5,45" "2567" "1093" "177" "3837" "311" "4148"
"020804" "Desaguadero" "0" "0,00" "0" "0,00" "26" "1,59" "0" "0,00" "0" "0,00" "0" "0,00" "0" "0,00" "40" "2,44" "7" "0,43" "0" "0,00" "31" "1,89" "0" "0,00" "0" "0,00" "1240" "75,75" "4" "0,24" "0" "0,00" "0" "0,00" "22" "1,34" "50" "3,05" "0" "0,00" "0" "0,00" "65" "3,97" "12" "0,73" "37" "2,26" "103" "6,29" "1637" "425" "81" "2143" "275" "2418"
"020805" "San Andrés de Machaca" "0" "0,00" "0" "0,00" "13" "0,74" "0" "0,00" "0" "0,00" "0" "0,00" "0" "0,00" "57" "3,24" "4" "0,23" "0" "0,00" "9" "0,51" "0" "0,00" "0" "0,00" "1591" "90,55" "14" "0,80" "0" "0,00" "0" "0,00" "9" "0,51" "8" "0,46" "0" "0,00" "0" "0,00" "7" "0,40" "4" "0,23" "18" "1,02" "23" "1,31" "1757" "278" "55" "2090" "172" "2262"
"020806" "Jesús de Machaca" "0" "0,00" "0" "0,00" "29" "0,74" "0" "0,00" "0" "0,00" "0" "0,00" "0" "0,00" "75" "1,91" "13" "0,33" "0" "0,00" "40" "1,02" "0" "0,00" "0" "0,00" "3378" "86,09" "34" "0,87" "0" "0,00" "0" "0,00" "75" "1,91" "40" "1,02" "0" "0,00" "0" "0,00" "46" "1,17" "57" "1,45" "74" "1,89" "63" "1,61" "3924" "746" "125" "4795" "392" "5187"
"020807" "Taraco" "0" "0,00" "0" "0,00" "11" "0,76" "0" "0,00" "0" "0,00" "0" "0,00" "0" "0,00" "12" "0,83" "1" "0,07" "0" "0,00" "5" "0,34" "0" "0,00" "0" "0,00" "1352" "93,05" "3" "0,21" "0" "0,00" "0" "0,00" "9" "0,62" "7" "0,48" "0" "0,00" "0" "0,00" "4" "0,28" "7" "0,48" "26" "1,79" "16" "1,10" "1453" "218" "28" "1699" "171" "1870"
"020901" "Luribay" "0" "0,00" "0" "0,00" "16" "0,48" "0" "0,00" "0" "0,00" "0" "0,00" "0" "0,00" "25" "0,75" "3" "0,09" "0" "0,00" "43" "1,30" "0" "0,00" "0" "0,00" "2997" "90,43" "4" "0,12" "0" "0,00" "0" "0,00" "11" "0,33" "20" "0,60" "0" "0,00" "0" "0,00" "49" "1,48" "16" "0,48" "44" "1,33" "86" "2,60" "3314" "519" "77" "3910" "487" "4397"
"020902" "Sapahaqui" "0" "0,00" "0" "0,00" "11" "0,36" "0" "0,00" "0" "0,00" "0" "0,00" "0" "0,00" "55" "1,78" "9" "0,29" "0" "0,00" "25" "0,81" "0" "0,00" "0" "0,00" "2789" "90,32" "4" "0,13" "0" "0,00" "0" "0,00" "16" "0,52" "17" "0,55" "0" "0,00" "0" "0,00" "63" "2,04" "10" "0,32" "50" "1,62" "39" "1,26" "3088" "897" "101" "4086" "586" "4672"
"020903" "Yaco" "0" "0,00" "0" "0,00" "21" "1,02" "0" "0,00" "0" "0,00" "0" "0,00" "0" "0,00" "14" "0,68" "4" "0,19" "0" "0,00" "15" "0,73" "0" "0,00" "0" "0,00" "1855" "90,31" "2" "0,10" "0" "0,00" "0" "0,00" "21" "1,02" "23" "1,12" "0" "0,00" "0" "0,00" "23" "1,12" "9" "0,44" "33" "1,61" "34" "1,66" "2054" "438" "53" "2545" "388" "2933"
"020904" "Malla" "0" "0,00" "0" "0,00" "2" "0,24" "0" "0,00" "0" "0,00" "0" "0,00" "0" "0,00" "12" "1,42" "2" "0,24" "0" "0,00" "6" "0,71" "0" "0,00" "0" "0,00" "819" "96,58" "2" "0,24" "0" "0,00" "0" "0,00" "0" "0,00" "2" "0,24" "0" "0,00" "0" "0,00" "0" "0,00" "0" "0,00" "2" "0,24" "1" "0,12" "848" "34" "6" "888" "60" "948"
"020905" "Cairoma" "0" "0,00" "0" "0,00" "17" "0,71" "0" "0,00" "0" "0,00" "0" "0,00" "0" "0,00" "53" "2,21" "10" "0,42" "0" "0,00" "45" "1,87" "0" "0,00" "0" "0,00" "1965" "81,81" "12" "0,50" "0" "0,00" "0" "0,00" "8" "0,33" "35" "1,46" "0" "0,00" "0" "0,00" "95" "3,96" "14" "0,58" "49" "2,04" "99" "4,12" "2402" "710" "103" "3215" "650" "3865"
"021001" "Inquisivi" "0" "0,00" "0" "0,00" "56" "1,89" "0" "0,00" "0" "0,00" "0" "0,00" "0" "0,00" "93" "3,14" "25" "0,84" "0" "0,00" "33" "1,11" "0" "0,00" "0" "0,00" "2326" "78,50" "25" "0,84" "0" "0,00" "0" "0,00" "49" "1,65" "50" "1,69" "0" "0,00" "0" "0,00" "64" "2,16" "32" "1,08" "88" "2,97" "122" "4,12" "2963" "935" "100" "3998" "844" "4842"
"021002" "Quime" "0" "0,00" "0" "0,00" "22" "1,33" "0" "0,00" "0" "0,00" "0" "0,00" "0" "0,00" "16" "0,97" "8" "0,49" "0" "0,00" "15" "0,91" "0" "0,00" "0" "0,00" "1234" "74,88" "10" "0,61" "0" "0,00" "0" "0,00" "15" "0,91" "47" "2,85" "0" "0,00" "0" "0,00" "91" "5,52" "10" "0,61" "17" "1,03" "163" "9,89" "1648" "407" "109" "2164" "471" "2635"
"021003" "Cajuata" "0" "0,00" "0" "0,00" "27" "1,42" "0" "0,00" "0" "0,00" "0" "0,00" "0" "0,00" "144" "7,57" "13" "0,68" "0" "0,00" "37" "1,95" "0" "0,00" "0" "0,00" "1352" "71,12" "12" "0,63" "0" "0,00" "0" "0,00" "16" "0,84" "54" "2,84" "0" "0,00" "0" "0,00" "88" "4,63" "8" "0,42" "47" "2,47" "103" "5,42" "1901" "525" "82" "2508" "380" "2888"
"021004" "Colquiri" "0" "0,00" "0" "0,00" "26" "0,60" "0" "0,00" "0" "0,00" "0" "0,00" "0" "0,00" "50" "1,15" "11" "0,25" "0" "0,00" "29" "0,67" "0" "0,00" "0" "0,00" "3733" "85,72" "42" "0,96" "0" "0,00" "0" "0,00" "38" "0,87" "40" "0,92" "0" "0,00" "0" "0,00" "134" "3,08" "29" "0,67" "62" "1,42" "161" "3,70" "4355" "971" "176" "5502" "903" "6405"
"021005" "Ichoca" "0" "0,00" "0" "0,00" "13" "0,80" "0" "0,00" "0" "0,00" "0" "0,00" "0" "0,00" "30" "1,86" "2" "0,12" "0" "0,00" "7" "0,43" "0" "0,00" "0" "0,00" "1404" "86,93" "10" "0,62" "0" "0,00" "0" "0,00" "11" "0,68" "21" "1,30" "0" "0,00" "0" "0,00" "22" "1,36" "10" "0,62" "38" "2,35" "47" "2,91" "1615" "324" "42" "1981" "239" "2220"
"021006" "Licoma Pampa" "0" "0,00" "0" "0,00" "5" "1,25" "0" "0,00" "0" "0,00" "0" "0,00" "0" "0,00" "5" "1,25" "2" "0,50" "0" "0,00" "5" "1,25" "0" "0,00" "0" "0,00" "307" "76,94" "4" "1,00" "0" "0,00" "0" "0,00" "3" "0,75" "16" "4,01" "0" "0,00" "0" "0,00" "20" "5,01" "3" "0,75" "8" "2,01" "21" "5,26" "399" "137" "19" "555" "127" "682"
"021101" "Chulumani (Villa de la Libertad)" "0" "0,00" "0" "0,00" "24" "0,74" "0" "0,00" "0" "0,00" "0" "0,00" "0" "0,00" "66" "2,04" "82" "2,53" "0" "0,00" "171" "5,27" "0" "0,00" "0" "0,00" "2286" "70,49" "16" "0,49" "0" "0,00" "0" "0,00" "34" "1,05" "78" "2,41" "0" "0,00" "0" "0,00" "141" "4,35" "39" "1,20" "49" "1,51" "257" "7,92" "3243" "1045" "158" "4446" "921" "5367"
"021102" "Irupana (Villa de Lanza)" "0" "0,00" "0" "0,00" "22" "0,74" "0" "0,00" "0" "0,00" "0" "0,00" "0" "0,00" "45" "1,52" "55" "1,86" "0" "0,00" "140" "4,72" "0" "0,00" "0" "0,00" "2123" "71,65" "22" "0,74" "0" "0,00" "0" "0,00" "44" "1,48" "55" "1,86" "0" "0,00" "0" "0,00" "163" "5,50" "56" "1,89" "46" "1,55" "192" "6,48" "2963" "1005" "117" "4085" "828" "4913"
"021103" "Yanacachi" "0" "0,00" "0" "0,00" "5" "0,54" "0" "0,00" "0" "0,00" "0" "0,00" "0" "0,00" "15" "1,62" "9" "0,97" "0" "0,00" "48" "5,19" "0" "0,00" "0" "0,00" "698" "75,46" "4" "0,43" "0" "0,00" "0" "0,00" "12" "1,30" "11" "1,19" "0" "0,00" "0" "0,00" "44" "4,76" "6" "0,65" "16" "1,73" "57" "6,16" "925" "257" "32" "1214" "206" "1420"
"021104" "Palos Blancos" "0" "0,00" "0" "0,00" "64" "1,48" "0" "0,00" "0" "0,00" "0" "0,00" "0" "0,00" "44" "1,02" "14" "0,32" "0" "0,00" "42" "0,97" "0" "0,00" "0" "0,00" "3400" "78,59" "17" "0,39" "0" "0,00" "0" "0,00" "42" "0,97" "81" "1,87" "0" "0,00" "0" "0,00" "322" "7,44" "11" "0,25" "67" "1,55" "222" "5,13" "4326" "849" "121" "5296" "1245" "6541"
"021105" "La Asunta" "0" "0,00" "0" "0,00" "34" "0,75" "0" "0,00" "0" "0,00" "0" "0,00" "0" "0,00" "68" "1,50" "23" "0,51" "0" "0,00" "56" "1,24" "0" "0,00" "0" "0,00" "3858" "85,34" "16" "0,35" "0" "0,00" "0" "0,00" "31" "0,69" "37" "0,82" "0" "0,00" "0" "0,00" "134" "2,96" "26" "0,58" "71" "1,57" "167" "3,69" "4521" "1008" "115" "5644" "1735" "7379"
"021201" "Pucarani" "0" "0,00" "0" "0,00" "57" "0,95" "0" "0,00" "0" "0,00" "0" "0,00" "0" "0,00" "146" "2,43" "30" "0,50" "0" "0,00" "162" "2,70" "0" "0,00" "0" "0,00" "4869" "81,00" "28" "0,47" "0" "0,00" "0" "0,00" "87" "1,45" "87" "1,45" "0" "0,00" "0" "0,00" "118" "1,96" "54" "0,90" "117" "1,95" "256" "4,26" "6011" "2702" "410" "9123" "1194" "10317"
"021202" "Laja" "0" "0,00" "0" "0,00" "26" "0,73" "0" "0,00" "0" "0,00" "0" "0,00" "0" "0,00" "115" "3,21" "25" "0,70" "0" "0,00" "88" "2,46" "0" "0,00" "0" "0,00" "2752" "76,94" "17" "0,48" "0" "0,00" "0" "0,00" "51" "1,43" "148" "4,14" "0" "0,00" "0" "0,00" "96" "2,68" "39" "1,09" "92" "2,57" "128" "3,58" "3577" "1643" "191" "5411" "644" "6055"
"021203" "Batallas" "0" "0,00" "0" "0,00" "34" "0,73" "0" "0,00" "0" "0,00" "0" "0,00" "0" "0,00" "198" "4,26" "19" "0,41" "0" "0,00" "138" "2,97" "0" "0,00" "0" "0,00" "3787" "81,48" "13" "0,28" "0" "0,00" "0" "0,00" "42" "0,90" "47" "1,01" "0" "0,00" "0" "0,00" "90" "1,94" "37" "0,80" "67" "1,44" "176" "3,79" "4648" "1436" "223" "6307" "844" "7151"
"021204" "Puerto Pérez" "0" "0,00" "0" "0,00" "18" "1,02" "0" "0,00" "0" "0,00" "0" "0,00" "0" "0,00" "71" "4,02" "8" "0,45" "0" "0,00" "21" "1,19" "0" "0,00" "0" "0,00" "1407" "79,63" "8" "0,45" "0" "0,00" "0" "0,00" "52" "2,94" "26" "1,47" "0" "0,00" "0" "0,00" "59" "3,34" "16" "0,91" "40" "2,26" "41" "2,32" "1767" "783" "64" "2614" "324" "2938"
"021301" "Sica Sica (Villa Aroma)" "0" "0,00" "0" "0,00" "37" "0,66" "0" "0,00" "0" "0,00" "0" "0,00" "0" "0,00" "151" "2,67" "8" "0,14" "0" "0,00" "106" "1,88" "0" "0,00" "0" "0,00" "4859" "86,06" "15" "0,27" "0" "0,00" "0" "0,00" "59" "1,04" "65" "1,15" "0" "0,00" "0" "0,00" "109" "1,93" "30" "0,53" "86" "1,52" "121" "2,14" "5646" "1531" "149" "7326" "1088" "8414"
"021302" "Umala" "0" "0,00" "0" "0,00" "20" "1,12" "0" "0,00" "0" "0,00" "0" "0,00" "0" "0,00" "23" "1,29" "6" "0,34" "0" "0,00" "9" "0,51" "0" "0,00" "0" "0,00" "1573" "88,42" "3" "0,17" "0" "0,00" "0" "0,00" "8" "0,45" "19" "1,07" "0" "0,00" "0" "0,00" "31" "1,74" "14" "0,79" "25" "1,41" "48" "2,70" "1779" "677" "54" "2510" "345" "2855"
"021303" "Ayo Ayo" "0" "0,00" "0" "0,00" "4" "0,25" "0" "0,00" "0" "0,00" "0" "0,00" "0" "0,00" "41" "2,52" "5" "0,31" "0" "0,00" "15" "0,92" "0" "0,00" "0" "0,00" "1351" "82,99" "5" "0,31" "0" "0,00" "0" "0,00" "27" "1,66" "25" "1,54" "0" "0,00" "0" "0,00" "33" "2,03" "13" "0,80" "42" "2,58" "67" "4,12" "1628" "617" "66" "2311" "376" "2687"
"021304" "Calamarca" "0" "0,00" "0" "0,00" "43" "1,37" "0" "0,00" "0" "0,00" "0" "0,00" "0" "0,00" "74" "2,36" "11" "0,35" "0" "0,00" "39" "1,25" "0" "0,00" "0" "0,00" "2618" "83,67" "8" "0,26" "0" "0,00" "0" "0,00" "34" "1,09" "48" "1,53" "0" "0,00" "0" "0,00" "40" "1,28" "16" "0,51" "84" "2,68" "114" "3,64" "3129" "993" "193" "4315" "541" "4856"
"021305" "Patacamaya" "0" "0,00" "0" "0,00" "36" "0,65" "0" "0,00" "0" "0,00" "0" "0,00" "0" "0,00" "70" "1,26" "11" "0,20" "0" "0,00" "93" "1,68" "0" "0,00" "0" "0,00" "4596" "82,87" "9" "0,16" "0" "0,00" "0" "0,00" "20" "0,36" "61" "1,10" "0" "0,00" "0" "0,00" "187" "3,37" "44" "0,79" "90" "1,62" "329" "5,93" "5546" "1290" "126" "6962" "1067" "8029"
"021306" "Colquencha" "0" "0,00" "0" "0,00" "15" "0,67" "0" "0,00" "0" "0,00" "0" "0,00" "0" "0,00" "60" "2,69" "8" "0,36" "0" "0,00" "16" "0,72" "0" "0,00" "0" "0,00" "1725" "77,42" "6" "0,27" "0" "0,00" "0" "0,00" "20" "0,90" "31" "1,39" "0" "0,00" "0" "0,00" "43" "1,93" "16" "0,72" "65" "2,92" "223" "10,01" "2228" "518" "74" "2820" "208" "3028"
"021307" "Collana" "0" "0,00" "0" "0,00" "10" "1,42" "0" "0,00" "0" "0,00" "0" "0,00" "0" "0,00" "12" "1,70" "1" "0,14" "0" "0,00" "3" "0,43" "0" "0,00" "0" "0,00" "609" "86,51" "3" "0,43" "0" "0,00" "0" "0,00" "5" "0,71" "14" "1,99" "0" "0,00" "0" "0,00" "5" "0,71" "3" "0,43" "11" "1,56" "28" "3,98" "704" "185" "28" "917" "170" "1087"
"021401" "Coroico" "0" "0,00" "0" "0,00" "20" "0,61" "0" "0,00" "0" "0,00" "0" "0,00" "0" "0,00" "73" "2,22" "17" "0,52" "0" "0,00" "145" "4,41" "0" "0,00" "0" "0,00" "2323" "70,69" "13" "0,40" "0" "0,00" "0" "0,00" "33" "1,00" "64" "1,95" "0" "0,00" "0" "0,00" "267" "8,13" "17" "0,52" "40" "1,22" "274" "8,34" "3286" "892" "133" "4311" "845" "5156"
"021402" "Coripata" "0" "0,00" "0" "0,00" "9" "0,26" "0" "0,00" "0" "0,00" "0" "0,00" "0" "0,00" "61" "1,77" "204" "5,93" "0" "0,00" "238" "6,91" "0" "0,00" "0" "0,00" "2330" "67,67" "19" "0,55" "0" "0,00" "0" "0,00" "121" "3,51" "44" "1,28" "0" "0,00" "0" "0,00" "108" "3,14" "32" "0,93" "38" "1,10" "239" "6,94" "3443" "1270" "155" "4868" "1096" "5964"
"021501" "Ixiamas" "0" "0,00" "0" "0,00" "39" "3,98" "0" "0,00" "0" "0,00" "0" "0,00" "0" "0,00" "9" "0,92" "5" "0,51" "0" "0,00" "9" "0,92" "0" "0,00" "0" "0,00" "494" "50,36" "4" "0,41" "0" "0,00" "0" "0,00" "5" "0,51" "70" "7,14" "0" "0,00" "0" "0,00" "232" "23,65" "9" "0,92" "19" "1,94" "86" "8,77" "981" "272" "34" "1287" "374" "1661"
"021502" "San Buenaventura" "0" "0,00" "0" "0,00" "18" "1,53" "0" "0,00" "0" "0,00" "0" "0,00" "0" "0,00" "8" "0,68" "6" "0,51" "0" "0,00" "33" "2,81" "0" "0,00" "0" "0,00" "610" "51,91" "3" "0,26" "0" "0,00" "0" "0,00" "7" "0,60" "105" "8,94" "0" "0,00" "0" "0,00" "229" "19,49" "2" "0,17" "15" "1,28" "139" "11,83" "1175" "350" "32" "1557" "503" "2060"
"021601" "General Juan José Pérez (Charazani)" "0" "0,00" "0" "0,00" "24" "1,56" "0" "0,00" "0" "0,00" "0" "0,00" "0" "0,00" "35" "2,27" "10" "0,65" "0" "0,00" "26" "1,69" "0" "0,00" "0" "0,00" "1089" "70,58" "13" "0,84" "0" "0,00" "0" "0,00" "22" "1,43" "64" "4,15" "0" "0,00" "0" "0,00" "84" "5,44" "32" "2,07" "68" "4,41" "76" "4,93" "1543" "708" "197" "2448" "632" "3080"
"021602" "Curva" "0" "0,00" "0" "0,00" "4" "0,92" "0" "0,00" "0" "0,00" "0" "0,00" "0" "0,00" "9" "2,07" "2" "0,46" "0" "0,00" "7" "1,61" "0" "0,00" "0" "0,00" "340" "78,16" "1" "0,23" "0" "0,00" "0" "0,00" "2" "0,46" "21" "4,83" "0" "0,00" "0" "0,00" "11" "2,53" "5" "1,15" "24" "5,52" "9" "2,07" "435" "111" "35" "581" "108" "689"
"021701" "Copacabana" "0" "0,00" "0" "0,00" "20" "0,55" "0" "0,00" "0" "0,00" "0" "0,00" "0" "0,00" "157" "4,30" "23" "0,63" "0" "0,00" "64" "1,75" "0" "0,00" "0" "0,00" "2651" "72,69" "7" "0,19" "0" "0,00" "0" "0,00" "46" "1,26" "102" "2,80" "0" "0,00" "0" "0,00" "199" "5,46" "55" "1,51" "96" "2,63" "227" "6,22" "3647" "1323" "194" "5164" "712" "5876"
"021702" "San Pedro de Tiquina" "0" "0,00" "0" "0,00" "13" "0,93" "0" "0,00" "0" "0,00" "0" "0,00" "0" "0,00" "103" "7,35" "7" "0,50" "0" "0,00" "25" "1,78" "0" "0,00" "0" "0,00" "1028" "73,32" "10" "0,71" "0" "0,00" "0" "0,00" "18" "1,28" "17" "1,21" "0" "0,00" "0" "0,00" "67" "4,78" "23" "1,64" "31" "2,21" "60" "4,28" "1402" "545" "70" "2017" "399" "2416"
"021703" "Tito Yupanqui" "0" "0,00" "0" "0,00" "3" "0,91" "0" "0,00" "0" "0,00" "0" "0,00" "0" "0,00" "21" "6,36" "2" "0,61" "0" "0,00" "8" "2,42" "0" "0,00" "0" "0,00" "241" "73,03" "1" "0,30" "0" "0,00" "0" "0,00" "6" "1,82" "11" "3,33" "0" "0,00" "0" "0,00" "8" "2,42" "5" "1,52" "15" "4,55" "9" "2,73" "330" "168" "17" "515" "122" "637"
"021801" "San Pedro de Curahuara" "0" "0,00" "0" "0,00" "17" "0,80" "0" "0,00" "0" "0,00" "0" "0,00" "0" "0,00" "34" "1,61" "2" "0,09" "0" "0,00" "21" "0,99" "0" "0,00" "0" "0,00" "1934" "91,31" "2" "0,09" "0" "0,00" "0" "0,00" "17" "0,80" "15" "0,71" "0" "0,00" "0" "0,00" "18" "0,85" "6" "0,28" "17" "0,80" "35" "1,65" "2118" "277" "46" "2441" "288" "2729"
"021802" "Papel Pampa" "0" "0,00" "0" "0,00" "17" "0,78" "0" "0,00" "0" "0,00" "0" "0,00" "0" "0,00" "33" "1,51" "16" "0,73" "0" "0,00" "48" "2,20" "0" "0,00" "0" "0,00" "1904" "87,34" "6" "0,28" "0" "0,00" "0" "0,00" "8" "0,37" "29" "1,33" "0" "0,00" "0" "0,00" "30" "1,38" "10" "0,46" "16" "0,73" "63" "2,89" "2180" "324" "39" "2543" "255" "2798"
"021803" "Chacarilla" "0" "0,00" "0" "0,00" "4" "1,19" "0" "0,00" "0" "0,00" "0" "0,00" "0" "0,00" "9" "2,67" "2" "0,59" "0" "0,00" "2" "0,59" "0" "0,00" "0" "0,00" "294" "87,24" "4" "1,19" "0" "0,00" "0" "0,00" "1" "0,30" "4" "1,19" "0" "0,00" "0" "0,00" "2" "0,59" "3" "0,89" "4" "1,19" "8" "2,37" "337" "102" "9" "448" "83" "531"
"021901" "Santiago de Machaca" "0" "0,00" "0" "0,00" "11" "0,93" "0" "0,00" "0" "0,00" "0" "0,00" "0" "0,00" "17" "1,43" "4" "0,34" "0" "0,00" "13" "1,09" "0" "0,00" "0" "0,00" "1013" "85,27" "6" "0,51" "0" "0,00" "0" "0,00" "11" "0,93" "22" "1,85" "0" "0,00" "0" "0,00" "15" "1,26" "9" "0,76" "13" "1,09" "54" "4,55" "1188" "242" "35" "1465" "177" "1642"
"021902" "Catacora" "0" "0,00" "0" "0,00" "1" "0,28" "0" "0,00" "0" "0,00" "0" "0,00" "0" "0,00" "4" "1,13" "0" "0,00" "0" "0,00" "0" "0,00" "0" "0,00" "0" "0,00" "313" "88,67" "1" "0,28" "0" "0,00" "0" "0,00" "4" "1,13" "9" "2,55" "0" "0,00" "0" "0,00" "6" "1,70" "3" "0,85" "4" "1,13" "8" "2,27" "353" "42" "3" "398" "56" "454"
"022001" "Caranavi" "0" "0,00" "0" "0,00" "103" "0,84" "0" "0,00" "0" "0,00" "0" "0,00" "0" "0,00" "165" "1,35" "43" "0,35" "0" "0,00" "265" "2,16" "0" "0,00" "0" "0,00" "9670" "78,83" "34" "0,28" "0" "0,00" "0" "0,00" "57" "0,46" "284" "2,32" "0" "0,00" "0" "0,00" "724" "5,90" "50" "0,41" "123" "1,00" "749" "6,11" "12267" "2786" "310" "15363" "3365" "18728"
"030101" "Cochabamba" "0" "0,00" "0" "0,00" "1812" "0,86" "0" "0,00" "0" "0,00" "0" "0,00" "0" "0,00" "0" "0,00" "1152" "0,55" "1375" "0,65" "11580" "5,48" "0" "0,00" "0" "0,00" "101014" "47,82" "1585" "0,75" "0" "0,00" "0" "0,00" "1231" "0,58" "3412" "1,62" "0" "0,00" "0" "0,00" "49457" "23,41" "11725" "5,55" "0" "0,00" "26899" "12,73" "211242" "21780" "9512" "242534" "38201" "280735"
"030201" "Aiquile" "0" "0,00" "0" "0,00" "64" "1,35" "0" "0,00" "0" "0,00" "0" "0,00" "0" "0,00" "0" "0,00" "55" "1,16" "103" "2,18" "187" "3,95" "0" "0,00" "0" "0,00" "3239" "68,42" "136" "2,87" "0" "0,00" "0" "0,00" "126" "2,66" "48" "1,01" "0" "0,00" "0" "0,00" "569" "12,02" "52" "1,10" "0" "0,00" "155" "3,27" "4734" "2210" "368" "7312" "1401" "8713"
